Age,BusinessTravelN,DailyRate,DepartmentN,DistanceFromHome,Education,EducationFieldN,EmployeeCount,EnvironmentSatisfaction,GenderN,HourlyRate,JobInvolvement,JobLevel,JobRole_N,JobSatisfaction,MaritalStatus_N,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18N,OverTimeN,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AttritionN,Attrition
53,0,661,1,1,4,4,1,1,0,60,2,4,6,3,2,12965,22308,4,1,1,20,4,4,80,3,27,2,2,3,2,0,2,0,No
47,2,1093,2,9,3,3,1,3,1,82,1,4,5,3,2,12936,24164,7,1,0,11,3,3,80,0,25,3,1,23,5,14,10,1,Yes
27,1,269,1,5,1,1,1,3,1,42,2,3,8,4,3,12808,8842,1,1,1,16,3,2,80,1,9,3,3,9,8,0,8,0,No
39,1,466,1,1,1,3,1,4,0,65,2,4,6,4,2,12742,7060,1,1,0,16,3,3,80,1,21,3,3,21,6,11,8,0,No
48,1,530,2,29,1,4,1,1,0,91,3,3,9,3,2,12504,23978,3,1,0,21,4,2,80,1,15,3,1,0,0,0,0,0,No
51,1,1469,1,8,4,3,1,2,1,81,2,3,8,2,2,12490,15736,5,1,0,16,3,4,80,2,16,5,1,10,9,4,7,0,No
37,2,663,1,11,3,2,1,2,1,47,3,3,8,4,3,12185,10056,1,1,1,14,3,3,80,3,10,1,3,10,8,0,7,0,No
39,2,203,1,2,3,3,1,1,1,84,3,4,7,4,3,12169,13547,7,1,0,11,3,4,80,3,21,4,3,18,7,11,5,1,Yes
38,1,849,1,25,2,3,1,1,0,81,2,3,8,2,2,12061,26707,3,1,0,17,3,3,80,1,19,2,3,10,8,0,1,0,No
39,1,722,2,24,1,6,1,2,0,60,2,4,5,4,2,12031,8828,0,1,0,11,3,1,80,1,21,2,2,20,9,9,6,0,No
35,1,1315,1,22,3,3,1,2,0,71,4,3,9,2,3,11996,19100,7,1,0,18,3,2,80,1,10,6,2,7,7,6,2,0,No
34,1,419,1,7,4,3,1,1,0,53,3,3,8,2,1,11994,21293,0,1,0,11,3,3,80,0,13,4,3,12,6,2,11,0,No
47,0,1162,1,1,1,4,1,3,0,98,3,3,8,2,2,11957,17231,0,1,0,18,3,1,80,2,14,3,1,13,8,5,12,0,No
29,1,986,1,3,4,4,1,2,1,93,2,3,8,3,2,11935,21526,1,1,0,18,3,3,80,0,10,2,3,10,2,0,7,0,No
30,1,634,1,17,4,4,1,2,0,95,3,3,9,1,2,11916,25927,1,1,1,23,4,4,80,2,9,2,3,9,1,0,8,0,No
59,1,1089,2,1,2,1,1,2,1,66,3,3,9,4,2,11904,11038,3,1,1,14,3,3,80,1,14,1,1,6,4,0,4,0,No
33,2,553,1,5,4,3,1,4,0,74,3,3,9,2,2,11878,23364,6,1,0,11,3,2,80,2,12,2,3,10,6,8,8,0,No
47,0,666,1,29,4,3,1,1,1,88,3,3,9,2,2,11849,10268,1,1,1,12,3,4,80,1,10,2,2,10,7,9,9,1,Yes
53,1,868,2,8,3,6,1,1,1,73,3,4,5,4,2,11836,22789,5,1,0,14,3,3,80,1,28,3,3,2,0,2,2,0,No
36,0,427,1,8,3,3,1,1,0,63,4,3,8,1,2,11713,20335,9,1,0,14,3,1,80,1,10,2,3,8,7,0,5,0,No
33,1,213,1,7,3,4,1,3,1,49,3,3,8,3,2,11691,25995,0,1,0,11,3,4,80,0,14,3,4,13,9,3,7,0,No
34,1,1354,1,5,3,4,1,3,0,45,2,3,9,1,1,11631,5615,2,1,0,12,3,4,80,0,14,6,3,11,10,5,8,0,No
31,1,688,2,7,3,3,1,3,1,44,2,3,9,4,3,11557,25291,9,1,0,21,4,3,80,1,10,3,2,5,4,0,1,0,No
38,1,343,1,15,2,3,1,3,1,92,2,3,8,4,3,11510,15682,0,1,1,14,3,2,80,1,12,3,3,11,10,2,9,0,No
30,1,153,1,8,2,3,1,2,0,73,4,3,8,1,2,11416,17802,0,1,1,12,3,3,80,3,9,4,2,8,7,1,7,0,No
50,2,1234,1,20,5,4,1,2,1,41,3,4,7,3,2,11245,20689,2,1,1,15,3,3,80,1,32,3,3,30,8,12,13,0,No
32,1,495,1,10,3,4,1,3,1,64,3,3,9,4,1,11244,21072,2,1,0,25,4,2,80,0,10,5,4,5,2,0,0,0,No
32,1,1018,1,3,2,3,1,3,0,39,3,3,8,4,1,11159,19373,3,1,0,15,3,4,80,0,10,6,3,7,7,7,7,0,No
56,1,832,1,9,3,4,1,3,1,81,3,4,7,4,2,11103,20420,7,1,0,11,3,3,80,0,30,1,2,10,7,1,1,0,No
31,0,697,1,10,3,4,1,3,0,40,3,3,8,3,2,11031,26862,4,1,0,20,4,3,80,1,13,2,4,11,7,4,8,0,No
48,1,1355,1,4,4,3,1,3,1,78,2,3,7,3,1,10999,22245,7,1,0,14,3,2,80,0,27,3,3,15,11,4,8,0,No
55,2,1091,1,2,1,3,1,4,1,65,3,3,6,2,2,10976,15813,3,1,0,18,3,2,80,1,23,4,3,3,2,1,2,0,No
49,1,1261,1,7,3,2,1,2,1,31,2,3,7,3,1,10965,12066,8,1,0,24,4,3,80,0,26,2,3,5,2,0,0,0,No
39,2,505,1,2,4,1,1,3,0,64,3,3,7,3,1,10938,6420,0,1,0,25,4,4,80,0,20,1,3,19,6,11,8,0,No
53,1,661,2,7,2,6,1,1,0,78,2,3,5,4,2,10934,20715,7,1,1,18,3,4,80,1,35,3,3,5,2,0,4,0,No
40,0,1094,2,28,3,2,1,3,1,58,1,3,5,1,3,10932,11373,3,1,0,15,3,3,80,1,20,2,3,1,0,0,1,0,No
39,0,1485,1,25,2,3,1,3,1,71,3,3,7,3,2,10920,3449,3,1,0,21,4,2,80,1,13,2,3,6,4,0,5,0,No
35,1,672,1,25,3,1,1,4,1,78,2,3,6,2,2,10903,9129,3,1,0,16,3,1,80,0,16,2,3,13,10,4,8,0,No
60,1,370,1,1,4,4,1,3,1,92,1,3,7,4,3,10883,20467,3,1,0,20,4,3,80,1,19,2,4,1,0,0,0,0,No
39,2,945,1,22,3,4,1,4,0,82,3,3,6,1,1,10880,5083,1,1,1,13,3,3,80,0,21,2,3,21,6,2,8,0,No
40,1,630,2,4,4,6,1,3,1,67,2,3,5,4,2,10855,8552,7,1,0,11,3,1,80,1,15,2,2,12,11,2,11,0,No
50,1,410,2,28,3,6,1,4,1,39,2,3,5,1,3,10854,16586,4,1,1,13,3,2,80,1,20,3,3,3,2,2,0,1,Yes
45,1,1038,1,20,3,4,1,2,1,95,1,3,7,1,3,10851,19863,2,1,1,18,3,2,80,1,24,2,3,7,7,0,7,0,No
46,1,566,1,7,2,4,1,4,1,75,3,3,6,3,3,10845,24208,6,1,0,13,3,2,80,1,13,3,3,8,7,0,7,0,No
43,2,1082,1,27,3,3,1,3,0,83,3,3,6,1,2,10820,11535,8,1,0,11,3,3,80,1,18,1,3,8,7,0,1,0,No
43,1,415,2,25,3,4,1,3,1,79,2,3,5,4,3,10798,5268,5,1,0,13,3,3,80,1,18,5,3,1,0,0,0,0,No
31,1,326,2,8,2,3,1,1,1,31,3,3,5,4,3,10793,8386,1,1,0,18,3,1,80,1,13,5,3,13,7,9,9,0,No
45,1,930,2,9,3,6,1,4,1,74,3,3,5,1,3,10761,19239,4,1,1,12,3,3,80,1,18,2,3,5,4,0,2,0,No
45,0,1238,1,1,1,3,1,3,1,74,2,3,7,3,2,10748,3395,3,1,0,23,4,4,80,1,25,3,2,23,15,14,4,0,No
54,1,1441,1,17,3,1,1,3,0,56,3,3,6,3,2,10739,13943,8,1,0,11,3,3,80,1,22,2,3,10,7,0,8,0,No
54,1,397,0,19,4,4,1,3,1,88,3,3,4,2,2,10725,6729,2,1,0,15,3,3,80,1,16,1,4,9,7,7,1,0,No
54,1,1082,2,2,4,3,1,3,0,41,2,3,5,3,2,10686,8392,6,1,0,11,3,2,80,1,13,4,3,9,4,7,0,0,No
35,1,607,1,9,3,3,1,4,0,66,2,3,6,3,2,10685,23457,1,1,1,20,4,2,80,1,17,2,3,17,14,5,15,0,No
46,2,638,1,1,3,4,1,3,1,40,2,3,7,1,2,10673,3142,2,1,1,13,3,3,80,1,21,5,2,10,9,9,5,0,No
51,2,1150,1,8,4,3,1,1,1,53,1,3,6,4,1,10650,25150,2,1,0,15,3,4,80,0,18,2,3,4,2,0,3,1,Yes
31,1,1274,1,9,1,3,1,3,1,33,3,3,6,2,3,10648,14394,1,1,0,25,4,4,80,1,13,6,4,13,8,0,8,0,No
38,1,119,2,3,3,3,1,1,1,76,3,3,5,3,3,10609,9647,0,1,0,12,3,3,80,2,17,6,2,16,10,5,13,0,No
37,1,625,2,1,4,3,1,1,1,46,2,3,5,3,2,10609,14922,5,1,0,11,3,3,80,0,17,2,1,14,1,11,7,1,Yes
51,2,541,2,2,3,6,1,2,1,52,3,3,5,2,2,10596,15395,2,1,0,11,3,2,80,0,14,5,3,4,2,3,2,0,No
58,1,1272,1,5,3,1,1,3,0,37,2,3,7,2,3,10552,9255,2,1,1,13,3,4,80,1,24,3,3,6,0,0,4,0,No
46,2,1034,1,18,1,4,1,1,0,86,3,3,7,3,2,10527,8984,5,1,0,11,3,4,80,0,28,3,2,2,2,1,2,0,No
59,1,1429,1,18,4,4,1,4,1,67,3,3,6,4,1,10512,20002,6,1,0,12,3,4,80,0,25,6,2,9,7,5,4,0,No
54,2,966,1,1,4,3,1,4,0,53,3,3,6,3,3,10502,9659,7,1,0,17,3,1,80,1,33,2,1,5,4,1,4,0,No
50,1,1046,1,10,3,1,1,4,1,100,2,3,7,4,1,10496,2755,6,1,0,15,3,4,80,0,20,2,3,4,3,1,3,0,No
44,1,1376,0,1,2,4,1,2,1,91,2,3,4,1,2,10482,2326,9,1,0,14,3,4,80,1,24,1,3,20,6,3,6,1,Yes
40,2,580,2,5,4,3,1,4,1,48,2,3,5,1,2,10475,23772,5,1,1,21,4,3,80,1,20,2,3,18,13,1,12,0,No
49,1,1490,1,7,4,3,1,3,1,35,3,3,7,2,3,10466,20948,3,1,0,14,3,2,80,2,29,3,3,8,7,0,7,0,No
46,1,526,2,1,2,6,1,2,0,92,3,3,5,1,3,10453,2137,1,1,0,25,4,3,80,3,24,2,3,24,13,15,7,0,No
53,1,1168,2,24,4,3,1,1,1,66,3,3,5,1,1,10448,5843,6,1,1,13,3,2,80,0,15,2,2,2,2,2,2,1,Yes
41,1,796,2,4,1,6,1,3,0,81,3,3,5,3,3,10447,26458,0,1,1,13,3,4,80,1,23,3,4,22,14,13,5,0,No
52,1,994,1,7,4,3,1,2,1,87,3,3,7,2,1,10445,15322,7,1,0,19,3,4,80,0,18,4,3,8,6,4,0,0,No
40,1,884,1,15,3,3,1,1,0,80,2,3,6,3,2,10435,25800,1,1,0,13,3,4,80,2,18,2,3,18,15,14,12,0,No
32,1,801,2,1,4,6,1,3,0,48,3,3,5,4,2,10422,24032,1,1,0,19,3,3,80,2,14,3,3,14,10,5,7,0,No
32,1,1045,2,4,4,4,1,4,1,32,1,3,5,4,2,10400,25812,1,1,0,11,3,3,80,0,14,2,2,14,8,9,8,1,Yes
35,1,583,1,25,4,4,1,3,0,57,3,3,7,3,3,10388,6975,1,1,1,11,3,3,80,1,16,3,2,16,10,10,1,0,No
35,0,1212,2,8,2,6,1,3,0,78,2,3,5,4,2,10377,13755,4,1,1,11,3,2,80,1,16,6,2,13,2,4,12,0,No
46,1,1277,2,2,3,3,1,3,1,74,3,3,5,4,3,10368,5596,4,1,1,12,3,2,80,1,13,5,2,10,6,0,3,0,No
47,1,1001,1,4,3,3,1,3,0,92,2,3,6,2,3,10333,19271,8,1,1,12,3,3,80,1,28,4,3,22,11,14,10,0,No
36,1,530,2,3,1,3,1,3,1,51,2,3,5,4,2,10325,5518,1,1,1,11,3,1,80,1,16,6,3,16,7,3,7,1,Yes
40,1,1492,1,20,4,1,1,1,1,61,3,3,7,4,2,10322,26542,4,1,0,20,4,4,80,1,14,6,3,11,10,11,1,0,No
58,1,147,1,23,4,4,1,4,0,94,3,3,7,4,2,10312,3465,1,1,0,12,3,4,80,1,40,3,2,40,10,15,6,1,Yes
35,1,737,2,10,3,4,1,4,1,55,2,3,5,1,2,10306,21530,9,1,0,17,3,3,80,0,15,3,3,13,12,6,0,1,Yes
35,1,819,1,2,3,3,1,3,1,44,2,3,6,2,3,10274,19588,2,1,0,18,3,2,80,1,15,2,4,7,7,6,4,0,No
60,2,1499,2,28,3,6,1,3,0,80,2,3,5,1,2,10266,2845,4,1,0,19,3,4,80,0,22,5,4,18,13,13,11,0,No
36,1,363,1,1,3,1,1,3,0,77,1,3,6,1,3,10252,4235,2,1,1,21,4,3,80,1,17,2,3,7,7,7,7,0,No
44,1,477,1,7,4,4,1,1,0,42,2,3,7,4,2,10248,2094,3,1,0,14,3,4,80,1,24,4,3,22,6,5,17,0,No
55,1,111,2,1,2,3,1,1,1,70,3,3,5,4,2,10239,18092,3,1,0,14,3,4,80,1,24,4,3,1,0,1,0,0,No
43,1,531,2,4,4,6,1,4,0,56,2,3,5,4,1,10231,20364,3,1,0,14,3,4,80,0,23,3,4,21,7,15,17,0,No
35,1,950,1,7,3,2,1,3,1,59,3,3,6,3,1,10221,18869,3,1,0,21,4,2,80,0,17,3,4,8,5,1,6,0,No
44,2,1193,1,2,1,4,1,2,1,86,3,3,6,3,1,10209,19719,5,1,1,18,3,2,80,0,16,2,2,2,2,2,2,0,No
53,1,607,1,2,5,1,1,3,0,78,2,3,6,4,2,10169,14618,0,1,0,16,3,2,80,1,34,4,3,33,7,1,9,1,Yes
42,2,288,1,2,3,3,1,4,1,40,3,3,7,4,2,10124,18611,2,1,1,14,3,3,80,1,24,3,1,20,8,13,9,0,No
46,1,377,2,9,3,6,1,1,1,52,3,3,5,4,3,10096,15986,4,1,0,11,3,1,80,1,28,1,4,7,7,4,3,1,Yes
36,1,1223,1,8,3,1,1,3,0,59,3,3,7,3,3,10096,8202,1,1,0,13,3,2,80,3,17,2,3,17,14,12,8,0,No
37,2,504,1,10,3,4,1,1,1,61,3,3,6,3,3,10048,22573,6,1,0,11,3,2,80,2,17,5,3,1,0,0,0,1,Yes
58,1,601,1,7,4,4,1,3,0,53,2,3,6,1,2,10008,12023,7,1,1,14,3,4,80,0,31,0,2,10,9,5,9,1,Yes
33,2,1111,2,5,1,3,1,2,1,61,3,2,5,4,2,9998,19293,6,1,0,13,3,1,80,0,8,2,4,5,4,1,2,0,No
39,1,613,1,6,1,4,1,4,1,42,2,3,7,1,2,9991,21457,4,1,0,15,3,1,80,1,9,5,3,7,7,1,7,0,No
43,1,1001,1,7,3,3,1,3,0,43,3,3,7,1,2,9985,9262,8,1,0,16,3,1,80,1,10,1,2,1,0,0,0,0,No
27,2,1242,2,20,3,3,1,4,0,90,3,2,5,3,1,9981,12916,1,1,0,14,3,4,80,0,7,2,3,7,7,0,7,0,No
36,0,635,2,10,4,4,1,2,1,32,3,3,5,4,1,9980,15318,1,1,0,14,3,4,80,0,10,3,2,10,3,9,7,0,No
29,1,1389,1,21,4,3,1,2,0,51,4,3,6,1,3,9980,10195,1,1,0,11,3,3,80,1,10,1,3,10,9,8,8,0,No
30,1,1176,1,20,3,2,1,3,1,85,3,2,6,1,2,9957,9096,0,1,0,15,3,3,80,1,7,1,2,6,2,0,2,0,No
34,2,988,0,23,3,5,1,2,0,43,3,3,4,1,3,9950,11533,9,1,1,15,3,3,80,3,11,2,3,3,2,0,2,1,Yes
31,0,325,1,5,3,4,1,2,1,74,3,2,6,1,1,9936,3787,0,1,0,19,3,2,80,0,10,2,3,9,4,1,7,0,No
38,1,1245,2,14,3,3,1,3,1,80,3,2,5,2,2,9924,12355,0,1,0,11,3,4,80,1,10,3,3,9,8,7,7,0,No
32,1,414,2,2,4,6,1,3,1,82,2,2,5,2,1,9907,26186,7,1,1,12,3,3,80,0,7,3,2,2,2,2,2,1,Yes
34,1,937,2,1,3,6,1,1,1,32,3,3,5,4,1,9888,6770,1,1,0,21,4,1,80,0,14,3,2,14,8,2,1,0,No
35,0,1097,1,11,2,4,1,3,1,79,2,3,7,1,2,9884,8302,2,1,1,13,3,3,80,1,10,3,3,4,0,2,3,0,No
28,1,1475,2,13,2,6,1,4,0,84,3,2,5,3,1,9854,23352,3,1,1,11,3,4,80,0,6,0,3,2,0,2,2,1,Yes
31,0,587,2,2,4,3,1,4,0,57,3,3,5,3,3,9852,8935,1,1,1,19,3,1,80,1,10,5,2,10,8,9,6,0,No
38,1,1495,1,10,3,4,1,3,0,76,3,2,7,3,2,9824,22174,3,1,0,19,3,3,80,1,18,4,3,1,0,0,0,0,No
31,2,534,1,20,3,3,1,1,1,66,3,3,7,3,2,9824,22908,3,1,0,12,3,1,80,0,12,2,3,1,0,0,0,1,Yes
45,1,176,0,4,3,3,1,3,0,56,1,3,4,3,2,9756,6595,4,1,0,21,4,3,80,2,9,2,4,5,0,0,3,0,No
36,2,1467,2,11,2,1,1,2,0,92,3,3,5,4,2,9738,22952,0,1,0,14,3,3,80,1,10,6,3,9,7,2,8,0,No
34,1,216,2,1,4,6,1,2,1,75,4,2,5,4,3,9725,12278,0,1,0,11,3,4,80,1,16,2,2,15,1,0,9,0,No
45,1,1339,1,7,3,3,1,2,1,59,3,3,3,1,3,9724,18787,2,1,0,17,3,3,80,1,25,2,3,1,0,0,0,0,No
29,1,441,1,8,1,2,1,3,0,39,1,2,7,1,2,9715,7288,3,1,0,13,3,3,80,1,9,3,3,7,7,0,7,0,No
30,1,740,2,1,3,3,1,2,1,64,2,2,5,1,2,9714,5323,1,1,0,11,3,4,80,1,10,4,3,10,8,6,7,1,Yes
34,1,1480,2,4,3,3,1,3,1,64,3,3,5,4,2,9713,24444,2,1,1,13,3,4,80,3,9,3,3,5,3,1,0,0,No
40,1,658,2,10,4,6,1,1,1,67,2,3,5,2,3,9705,20652,2,1,0,12,3,2,80,1,11,2,2,1,0,0,0,0,No
36,2,541,2,3,4,4,1,1,1,48,2,3,5,4,2,9699,7246,4,1,0,11,3,1,80,1,16,2,3,13,9,1,12,0,No
32,1,1373,1,5,4,3,1,4,1,56,2,2,6,4,1,9679,10138,8,1,0,24,4,2,80,0,8,1,3,1,0,0,0,0,No
30,1,1092,1,10,3,4,1,1,0,64,3,3,6,3,1,9667,2739,9,1,0,14,3,2,80,0,9,3,3,7,7,0,2,0,No
31,2,1125,2,7,4,6,1,1,0,68,3,3,5,1,2,9637,8277,2,1,0,14,3,4,80,2,9,3,3,3,2,2,2,0,No
46,1,669,2,9,2,4,1,3,1,64,2,3,5,4,1,9619,13596,1,1,0,16,3,4,80,0,9,3,3,9,8,4,7,1,Yes
39,1,1132,1,1,3,4,1,3,1,48,4,3,7,4,3,9613,10942,0,1,0,17,3,1,80,3,19,5,2,18,10,3,7,0,No
32,1,371,2,19,3,3,1,4,1,80,1,3,5,3,2,9610,3840,3,1,0,13,3,3,80,1,10,2,1,4,3,0,2,0,No
37,1,558,2,2,3,6,1,4,1,75,3,2,5,3,2,9602,3010,4,1,1,11,3,3,80,1,17,3,2,3,0,1,0,0,No
35,1,1204,2,4,3,1,1,4,1,86,3,3,5,1,1,9582,10333,0,1,1,22,4,1,80,0,9,2,3,8,7,4,7,1,Yes
34,2,1069,1,2,1,3,1,4,1,45,2,2,6,3,2,9547,14074,1,1,0,17,3,3,80,0,10,2,2,10,9,1,9,0,No
38,2,216,1,23,3,3,1,4,1,44,2,3,6,3,1,9526,8787,0,1,0,21,4,2,80,0,10,2,3,9,7,1,8,0,No
37,2,1278,2,1,4,4,1,3,1,31,1,2,5,4,3,9525,7677,1,1,0,14,3,3,80,2,6,2,2,6,3,1,3,0,No
57,1,334,1,24,2,3,1,3,1,83,4,3,7,4,3,9439,23402,3,1,1,16,3,2,80,1,12,2,1,5,3,1,4,0,No
37,1,482,1,3,3,2,1,3,1,36,3,3,6,3,2,9434,9606,1,1,0,15,3,3,80,1,10,2,3,10,7,7,8,0,No
30,1,1339,2,5,3,3,1,2,0,41,3,3,5,4,2,9419,8053,2,1,0,12,3,3,80,1,12,2,3,10,9,7,4,0,No
46,1,644,1,1,4,4,1,4,1,97,3,3,7,1,3,9396,12368,7,1,0,16,3,3,80,1,17,3,3,4,2,0,3,0,No
45,1,1448,1,29,3,1,1,2,1,55,3,3,6,4,2,9380,14720,4,1,1,18,3,4,80,2,10,4,4,3,1,1,2,0,No
35,2,200,1,18,2,3,1,3,1,60,3,3,6,4,1,9362,19944,2,1,0,11,3,3,80,0,10,2,3,2,2,2,2,0,No
41,2,143,2,4,3,6,1,1,1,56,3,2,5,2,1,9355,9558,1,1,0,18,3,3,80,0,8,5,3,8,7,7,7,1,Yes
36,1,1174,2,3,4,6,1,1,0,99,3,2,5,2,1,9278,20763,3,1,1,16,3,4,80,0,15,3,3,5,4,0,1,0,No
30,1,1288,2,29,4,1,1,3,1,33,3,3,5,2,2,9250,17799,3,1,0,12,3,2,80,1,9,3,3,4,2,1,3,0,No
41,1,918,2,6,3,6,1,4,1,35,3,3,5,3,1,9241,15869,1,1,0,12,3,2,80,0,10,3,3,10,8,8,7,0,No
50,2,809,2,12,3,6,1,3,0,77,3,3,5,4,1,9208,6645,4,1,0,11,3,4,80,0,16,3,3,2,2,2,1,0,No
32,1,601,2,7,5,6,1,4,1,97,3,2,5,4,2,9204,23343,4,1,0,12,3,3,80,1,7,3,2,4,3,0,3,0,No
40,1,299,2,25,4,6,1,4,1,57,2,3,5,2,1,9094,17235,2,1,1,12,3,3,80,0,9,2,3,5,4,1,0,1,Yes
46,1,1125,2,10,3,6,1,3,0,94,2,3,5,4,2,9071,11563,2,1,1,19,3,3,80,1,15,3,3,3,2,1,2,0,No
35,2,853,2,18,5,3,1,2,1,71,3,3,5,1,2,9069,11031,1,1,0,22,4,4,80,1,9,3,2,9,8,1,8,0,No
32,2,967,2,8,3,6,1,2,0,43,3,3,5,4,1,8998,15589,1,1,0,14,3,4,80,0,9,2,3,9,8,3,7,0,No
35,1,1361,2,17,4,3,1,3,1,94,3,2,5,1,2,8966,21026,3,1,1,15,3,4,80,3,15,2,3,7,7,1,7,0,No
31,2,798,1,7,2,3,1,3,0,48,2,3,6,3,2,8943,14034,1,1,0,24,4,1,80,1,10,2,3,10,9,8,9,0,No
41,1,930,2,3,3,3,1,3,1,57,2,2,5,2,3,8938,12227,2,1,0,11,3,3,80,1,14,5,3,5,4,0,4,0,No
46,1,261,1,21,2,4,1,4,0,66,3,2,7,2,2,8926,10842,4,1,0,22,4,4,80,1,13,2,4,9,7,3,7,1,Yes
45,0,1052,2,6,3,4,1,4,0,57,2,3,5,4,1,8865,16840,6,1,0,12,3,4,80,0,23,2,3,19,7,12,8,0,No
36,1,796,1,12,5,4,1,4,0,51,2,3,6,4,1,8858,15669,0,1,0,11,3,2,80,0,15,2,2,14,8,7,8,0,No
29,2,995,1,2,1,3,1,1,1,87,3,2,7,4,3,8853,24483,1,1,0,19,3,4,80,1,6,0,4,6,4,1,3,0,No
36,1,913,1,9,2,4,1,2,1,48,2,2,6,2,3,8847,13934,2,1,1,11,3,3,80,1,13,2,3,3,2,0,2,0,No
35,1,1146,0,26,4,3,1,3,0,31,3,3,4,4,1,8837,16642,1,1,1,16,3,3,80,0,9,2,3,9,0,1,7,0,No
37,0,142,2,9,4,4,1,1,1,69,3,3,5,2,3,8834,24666,1,1,0,13,3,4,80,1,9,6,3,9,5,7,7,0,No
38,1,330,1,17,1,3,1,3,0,65,2,3,7,3,2,8823,24608,0,1,0,18,3,1,80,1,20,4,2,19,9,1,9,0,No
27,2,294,1,10,2,3,1,4,1,32,3,3,6,1,3,8793,4809,1,1,0,21,4,3,80,2,9,4,2,9,7,1,7,0,No
35,2,944,2,1,3,6,1,3,0,92,3,3,5,3,1,8789,9096,1,1,0,14,3,1,80,0,10,3,4,10,7,0,8,0,No
38,1,770,2,10,4,6,1,3,1,73,2,3,5,3,3,8740,5569,0,1,1,14,3,2,80,2,9,2,3,8,7,2,7,0,No
27,2,994,2,8,3,3,1,4,1,37,3,3,5,3,1,8726,2975,1,1,0,15,3,4,80,0,9,0,3,9,8,1,7,0,No
28,0,1366,1,24,2,1,1,2,1,72,2,3,7,1,1,8722,12355,1,1,0,12,3,1,80,0,10,2,2,10,7,1,9,1,Yes
38,1,702,2,1,4,3,1,1,0,59,2,2,5,4,1,8686,12930,4,1,0,22,4,3,80,0,12,2,4,8,3,0,7,0,No
25,1,959,2,28,3,3,1,1,1,41,2,2,5,3,2,8639,24835,2,1,0,18,3,4,80,0,6,3,3,2,2,2,2,0,No
47,1,1180,1,25,3,4,1,1,1,84,3,3,7,3,1,8633,13084,2,1,0,23,4,2,80,0,25,3,3,17,14,12,11,0,No
34,1,1239,2,13,4,4,1,4,1,39,3,3,5,3,3,8628,22914,1,1,0,18,3,3,80,1,9,2,2,8,7,1,1,0,No
34,1,1442,1,9,3,4,1,4,0,46,2,3,7,2,1,8621,17654,1,1,0,14,3,2,80,0,9,3,4,8,7,7,7,0,No
29,1,1246,2,19,3,3,1,3,1,77,2,2,5,3,3,8620,23757,1,1,0,14,3,3,80,2,10,3,3,10,7,0,4,0,No
35,1,1029,1,16,3,3,1,4,0,91,2,3,7,2,1,8606,21195,1,1,0,19,3,4,80,0,11,3,1,11,8,3,3,0,No
46,1,706,1,2,2,3,1,4,1,82,3,3,6,4,3,8578,19989,3,1,0,14,3,3,80,1,12,4,2,9,8,4,7,0,No
33,1,211,2,16,3,3,1,1,0,74,3,3,5,1,1,8564,10092,2,1,1,20,4,3,80,0,11,2,2,0,0,0,0,1,Yes
34,1,943,1,9,3,3,1,4,1,86,3,3,7,4,3,8500,5494,0,1,0,11,3,4,80,1,10,0,2,9,7,1,6,0,No
30,0,829,1,1,1,3,1,3,1,88,2,3,6,3,1,8474,20925,1,1,0,22,4,3,80,0,12,2,3,11,8,5,8,0,No
28,1,866,2,5,3,4,1,4,1,84,3,2,5,1,1,8463,23490,0,1,0,18,3,4,80,0,6,4,3,5,4,1,3,0,No
52,1,1030,2,5,3,3,1,2,1,64,3,3,5,2,1,8446,21534,9,1,1,19,3,3,80,0,10,2,2,8,7,7,7,1,Yes
30,0,1398,2,22,4,2,1,3,0,69,3,3,5,1,2,8412,2890,0,1,0,11,3,3,80,0,10,3,3,9,8,7,8,0,No
40,1,300,2,26,3,6,1,3,1,74,3,2,5,1,2,8396,22217,1,1,0,14,3,2,80,1,8,3,2,7,7,7,5,0,No
41,1,645,2,1,3,6,1,2,1,49,4,3,5,1,2,8392,19566,1,1,0,16,3,3,80,1,10,2,3,10,7,0,7,0,No
53,1,238,2,1,1,4,1,4,0,34,3,2,5,1,1,8381,7507,7,1,0,20,4,4,80,0,18,2,4,14,7,8,10,0,No
33,1,536,2,10,5,6,1,4,1,82,4,3,5,3,3,8380,21708,0,1,1,14,3,4,80,2,10,3,3,9,8,0,8,0,No
39,1,1089,1,6,3,3,1,2,0,32,3,3,6,2,1,8376,9150,4,1,0,18,3,4,80,0,9,3,3,2,0,2,2,0,No
31,1,1003,2,5,3,1,1,1,1,51,3,2,5,3,2,8346,20943,1,1,0,19,3,3,80,1,6,3,3,5,2,0,2,0,No
36,1,1383,1,10,3,3,1,4,1,90,3,3,7,1,2,8321,25949,7,1,1,13,3,4,80,1,15,1,3,12,8,5,7,0,No
29,1,144,2,10,1,6,1,4,0,39,2,2,5,2,3,8268,11866,1,1,1,14,3,1,80,2,7,2,3,7,7,1,7,0,No
39,1,1462,2,6,3,4,1,4,1,38,4,3,5,3,2,8237,4658,2,1,0,11,3,1,80,1,11,3,3,7,6,7,6,0,No
